frame_index,stamp_sec,processing_ms,points_in,points_after_range,points_after_self_filter,points_used,cells_updated
463,55.0,6.653,27009,14380,14380,14380,2747
464,55.1,6.048,26762,14133,14133,14133,2721
465,55.2,6.973,26580,13951,13951,13951,2707
466,55.3,6.849,27161,14532,14532,14532,2790
467,55.4,7.671,28459,15830,15830,15830,2971
468,55.5,6.882,29049,16420,16420,16420,3084
469,55.6,6.858,29336,16707,16707,16707,3128
470,55.7,8.234,29545,16916,16916,16916,3197
471,55.8,7.506,29716,17087,17087,17087,3247
472,55.9,8.356,29814,17185,17185,17185,3296
473,56.0,6.95,29859,17230,17230,17230,3302
474,56.1,7.441,29909,17280,17280,17280,3343
475,56.2,8.56,29911,17282,17282,17282,3338
476,56.3,7.872,29828,17199,17195,17195,3287
477,56.4,8.844,29371,16742,16360,16360,2826
478,56.5,7.877,29464,16835,16154,16154,2635
479,56.6,8.623,30090,17461,16752,16752,2791
480,56.7,7.176,30318,17689,16962,16962,2924
481,56.8,7.533,30303,17674,16772,16772,2754
482,56.9,6.955,30266,17637,16562,16562,2543
483,57.0,6.571,30406,17777,16759,16759,2591
484,57.1,7.445,30591,17962,17183,17183,2798
485,57.2,7.704,30738,18109,17460,17460,2895
486,57.3,7.953,30874,18245,17545,17545,2839
487,57.4,8.257,31037,18408,17589,17589,2748
488,57.5,7.976,31220,18591,17740,17740,2737
489,57.6,8.567,31438,18809,18049,18049,2820
490,57.7,6.445,31656,19027,18394,18394,2916
491,57.8,7.4,31878,19249,18643,18643,2949
492,57.9,9.336,32108,19479,18792,18792,2900
493,58.0,8.039,32344,19715,18955,18955,2882
494,58.1,8.212,32547,19918,19197,19197,2912
495,58.2,8.088,32795,20166,19730,19730,3150
496,58.3,9.192,33055,20425,20422,20422,3523
497,58.4,9.639,33294,20665,20665,20665,3579
498,58.5,8.489,33510,20881,20881,20881,3637
499,58.6,9.164,33717,21088,21088,21088,3659
500,58.7,8.626,33917,21288,21288,21288,3706
501,58.8,9.066,34103,21474,21474,21474,3740
502,58.9,8.326,34276,21647,21647,21647,3767
503,59.0,8.726,34453,21824,21824,21824,3802
504,59.1,8.727,34594,21965,21965,21965,3821
505,59.2,9.632,34720,22091,22091,22091,3845
506,59.3,7.903,34836,22207,22207,22207,3879
507,59.4,11.047,34954,22325,22325,22325,3905
508,59.5,8.922,35051,22422,22422,22422,3928
509,59.6,9.671,35108,22479,22479,22479,3910
510,59.7,9.121,35163,22534,22534,22534,3932
511,59.8,10.01,35249,22620,22620,22620,3970
512,59.9,8.147,35327,22698,22698,22698,3979
513,60.0,9.108,35376,22747,22747,22747,3991
514,60.1,9.714,35412,22783,22783,22783,3987
515,60.2,8.706,35468,22839,22839,22763,3977
516,60.3,8.839,35484,22855,22855,22789,3998
517,60.4,8.692,35503,22874,22874,22853,4002
518,60.5,8.428,35539,22910,22910,22862,4014
519,60.6,8.5,35546,22917,22917,22890,4008
520,60.7,9.222,35523,22894,22894,22894,4025
521,60.8,8.647,35066,22437,22437,22437,3917
522,60.9,7.862,33212,20583,20583,20583,3582
523,61.0,9.345,31534,18905,18905,18905,3296
524,61.1,7.916,30560,17931,17931,17931,3162
525,61.2,8.319,30166,17537,17537,17537,3162
526,61.3,7.518,29844,17215,17215,17215,3178
527,61.4,7.936,28942,16313,15981,15977,2769
528,61.5,8.339,28491,15862,15743,15743,2753
529,61.6,8.031,29233,16604,16604,16604,2950
530,61.7,8.387,30018,17389,17389,17389,3138
531,61.8,7.444,30720,18091,18091,18091,3275
532,61.9,9.277,31190,18561,18561,18561,3377
533,62.0,8.225,31633,19004,18962,18962,3326
534,62.1,8.092,32210,19581,19581,19581,3446
535,62.2,9.199,33112,20483,20483,20483,3606
536,62.3,8.073,33903,21274,21274,21274,3784
537,62.4,8.859,34548,21919,21919,21919,3921
538,62.5,9.255,34950,22321,22321,22321,3984
539,62.6,8.331,35085,22456,22456,22456,4011
540,62.7,8.635,35290,22661,22661,22661,4091
541,62.8,8.382,35600,22972,22972,22972,4252
542,62.9,9.031,35819,23190,23190,23190,4415
543,63.0,10.861,35920,23291,23291,23291,4480
544,63.1,9.564,35894,23265,23265,23265,4482
545,63.2,9.053,35859,23230,23230,23230,4492
546,63.3,9.44,35916,23287,23287,23287,4572
547,63.4,9.891,35984,23355,23355,23355,4677
548,63.5,10.176,36040,23411,23411,23411,4732
549,63.6,10.01,36064,23435,23435,23435,4759
550,63.7,9.397,36058,23429,23429,23429,4769
551,63.8,9.373,36068,23439,23439,23439,4849
552,63.9,9.473,36120,23491,23491,23491,4887
553,64.0,9.603,36187,23558,23558,23558,4968
554,64.1,9.289,36182,23553,23553,23553,5034
555,64.2,10.748,36113,23484,23484,23484,5029
556,64.3,9.76,36045,23416,23416,23416,5057
557,64.4,10.671,36007,23378,23378,23378,5098
558,64.5,10.735,35992,23363,23363,23363,5096
559,64.6,8.924,35981,23352,23352,23352,5061
560,64.7,9.235,35931,23302,23302,23302,5009
561,64.8,10.063,35790,23161,23161,23161,4941
562,64.9,9.879,35674,23045,23045,23045,4908
563,65.0,10.946,35614,22985,22985,22985,4836
564,65.1,10.087,35602,22973,22973,22973,4818
565,65.2,9.777,35660,23031,23031,23029,4736
566,65.3,9.066,35738,23109,23109,23107,4701
567,65.4,9.702,35843,23214,23214,23212,4696
568,65.5,9.924,35933,23304,23304,23304,4722
569,65.6,9.824,36004,23375,23375,23375,4698
570,65.7,8.688,36060,23431,23431,23431,4687
571,65.8,10.041,36103,23474,23474,23474,4679
572,65.9,9.352,36141,23512,23512,23512,4663
573,66.0,10.675,36177,23548,23548,23548,4703
574,66.1,9.931,36204,23575,23575,23575,4712
575,66.2,10.63,36225,23596,23596,23596,4708
576,66.3,9.074,36230,23601,23601,23601,4711
577,66.4,10.576,36209,23580,23580,23580,4694
578,66.5,9.797,36171,23542,23542,23542,4690
579,66.6,9.308,36135,23506,23506,23506,4709
580,66.7,9.72,36105,23476,23476,23476,4729
581,66.8,9.317,36093,23464,23464,23464,4730
582,66.9,9.152,36111,23482,23482,23482,4692
583,67.0,10.919,36158,23529,23529,23529,4691
584,67.1,8.395,36214,23585,23585,23585,4679
585,67.2,8.95,36281,23652,23652,23652,4662
